description,dpl_tag
Other finance INCOME – Dec 2025,DPL058
Music royalty costs – Jul 2026,DPL060
Non-operating net gain before tax – 2026,DPL044
Referral commission paid – JNL-40998,DPL012
Taxi and car hire – Mar 2025,DPL065
Mark-to-market LOSS – commodity futures – December,DPL014
Carbon offset purchase – May 2025,DPL011
Post-tax gain on sale of Asia Pacific Holdco division – 2025,DPL017
Loss on disposal of plant and machinery – Jun 2024,DPL022
Sales revenue – April 2026,DPL066
Rail travel – Sales staff – Jun,DPL065
Capital grant amortisation – March 2025,DPL024
IAS 29 hyperinflation adjustment – USD functional currency – 2024,DPL026
Employer pension contribution – defined contribution – Dec,DPL052
Fundraising event costs – Red Cross – Jul,DPL007
Asset impairment charge – Procurement equipment – 2023,DPL029
Sales revenue – Jul 2023,DPL066
Property fund valuation gain – January 2024,DPL020
IR35 deemed employment receipt – December,DPL070
AP-33090 – Mazars audit services FY2024,DPL003
R&D staff costs – Facilities – Aug,DPL056
Employee assistance programme – 2025,DPL048
Operating income – reimbursement received – PO-95026,DPL045
Courier and express delivery – Dec 2026,DPL016
ERP system amortisation – Microsoft Azure – Apr 2025,DPL002
IR35 deemed employee cost – REF-88897 – 2024,DPL073
Office closure costs – Birmingham site – 2023,DPL059
Licence fee income – Pinnacle Group – 2026,DPL066
IFRS 3 day-one bargain purchase gain – Holdco Ltd – 2024,DPL023
Workplace pension – May 2025,DPL052
First aid training – staff – Feb,DPL025
Employment tribunal legal costs – 2024,DPL038
Off payroll worker fees – IR35 – October 2024,DPL070
Bad debt expense – overdue receivable INV-38894,DPL004
Warehouse storage charges – Jul 2024,DPL069
Patent licence royalties – Feb,DPL060
Office cleaning services – Jan 2025,DPL008
Product sales – IT – March 2023,DPL066
Unallocated other costs – August 2024,DPL074
Contractor income – off payroll engagement – 2025,DPL070
Interest INCOME on inter-company balance – May 2026,DPL075
Deemed employment income – IR35 – Jan 2024,DPL070
Restart grant received – November 2026,DPL072
Broiler chicken stock fair value – October,DPL019
IP royalty – PO-80528 – 2023,DPL060
H&S training costs – February 2025,DPL025
Restart grant received – December 2025,DPL072
Non-bank interest RECEIVABLE – Western Trading Ltd – 2026,DPL075
Software subscription – Workday – Jul 2024,DPL063
PV unwinding – onerous contract provision – 2024,DPL067
Off payroll working costs – IT – Jan,DPL073
PPE impairment reversal – Sheffield site – 2023,DPL029
Software subscription – Google Cloud – April 2025,DPL063
Loan receivable write-off – INV-59224,DPL039
Inter-company interest EXPENSE – European Division – 2026,DPL076
Spin-off distribution of Eastern Region Ltd shares – 2024,DPL040
EXP-61360 – R&D materials and testing,DPL056
Dairy herd biological asset revaluation – March 2024,DPL019
Employee payroll processing – June,DPL068
Risk assessment costs – Crestwood Ltd,DPL025
COVID-19 recovery grant – 2025,DPL072
Legal provision released – REF-79323,DPL018
Investment property uplift – JNL-79995 – 2025,DPL020
Software impairment loss – Microsoft Azure – 2026,DPL028
Payroll run – Aug 2024 – R&D,DPL068
Residual finance INCOME credited – Apr 2023,DPL058
R&D project costs – Cobalt – Nov 2025,DPL056
Business insurance – Travelers – Mar 2023,DPL033
Amortisation – Cobalt software – August 2024,DPL002
Interest CHARGE on shareholder loan – Dec 2026,DPL076
Product sales – IT – January 2026,DPL066
Operational income adjustment – Dec 2024,DPL045
IT support recharge from parent – Jul,DPL034
Business rates – Bristol office – Q1 2023,DPL055
Environmental impact assessment – Summit Consulting – 2023,DPL011
One-off non-operating gain – Jul 2026,DPL044
Finance INCOME – put option asset unwind – 2024,DPL058
Related party interest RECEIVABLE – 2024,DPL075
Expense capitalised to work in progress – Sep 2026,DPL042
Loss on exit of Asia Pacific Holdco business – post-tax – 2025,DPL017
Input VAT – non-deductible – Aug 2023,DPL036
Technology intangible impairment – 2024,DPL028
Overdraft interest charge – Halifax – Sep 2023,DPL035
Intangible asset disposal gain – EXP-61399,DPL021
Team away day expense – IT – 2025,DPL041
Consulting fee income – Meridian PLC – INV-41851,DPL066
Exceptional non-operating item – 2026,DPL044
hedge fund fair value INCREASE – April 2023,DPL013
Employee benefits expense – Jul 2026,DPL048
Distribution of investment property to owners – 2026,DPL040
Capitalised internal engineering costs – Oct,DPL050
Recruitment fees – Operations – 2023,DPL048
Positive mark-to-market movement – FX forward contract – 2023,DPL013
Employee benefits expense – August 2024,DPL048
Subscriber list amortisation – 2024,DPL002
Product liability insurance – Travelers – 2026,DPL033
Carbon credit purchase – April 2026,DPL011
Music royalty costs – October 2025,DPL060
Auto-enrolment pension contribution – September 2026,DPL052
Deemed employment income – IR35 – November 2025,DPL070
Social media advertising spend – April 2025,DPL001
Warehouse storage charges – Jun 2024,DPL069
IAS 36 PPE impairment – Reading HQ – 2026,DPL029
Occupational health service – September 2026,DPL025
Intangible asset disposal gain – EXP-94550,DPL021
Late payment penalty – AP-62461,DPL015
Off payroll contractor cost – INV-76464,DPL073
CJRS claim – HR – Mar 2024,DPL071
Restart grant received – Oct 2023,DPL072
Operational consultancy – Lakeside Corp – Feb,DPL009
Deep clean – Glasgow office – Mar,DPL008
Loan receivable write-off – EXP-29686,DPL039
Data storage costs – IBM – Jul,DPL037
Service fee income – Vanguard Ltd – Jun,DPL045
"Debt interest expense – EUR 4,502 facility – 2025",DPL035
Sale of IT equipment – gain/(loss) – JNL-42701,DPL022
Non-bank finance CHARGE – October 2024,DPL057
Staff salaries – October 2026,DPL068
Site rationalisation costs – Sheffield site – 2024,DPL059
In-specie dividend – property distribution – 2023,DPL040
Deemed employment income – IR35 – September 2024,DPL070
Miscellaneous cost – no specific category – 2026,DPL074
Management consultancy fees – AP-84751,DPL009
REF-85972 – Broadband and telephony – Verizon,DPL064
One-off non-operating gain – October 2025,DPL044
Investment income – minority shareholding – Aug,DPL030
Monthly depreciation charge – plant and machinery – January 2024,DPL010
Innovate UK grant income – April 2026,DPL024
Investment portfolio FVTPL LOSS – Mar 2026,DPL014
Corporate administration overhead – Facilities – 2025,DPL046
Manufacturing plant impairment – 2023,DPL029
Deemed employment income – IR35 – December 2024,DPL070
Non-bank finance CHARGE – Jul 2025,DPL057
Input VAT – non-deductible – Dec 2025,DPL036
Office fit-out impairment charge – Liverpool depot – 2026,DPL029
Valuer assessment – investment property gain – 2024,DPL020
PO-20986 – Digital marketing services,DPL001
IAS 41 bearer plant fair value – Jun 2026,DPL019
Overdraft interest charge – Citibank – September 2025,DPL035
Deemed employment income – IR35 – Jun 2023,DPL070
Hyperinflation restatement – 2026,DPL026
Employee redundancy payments – March 2026,DPL059
Ground rent payment – 2024,DPL055
Overseas withholding tax – Dec 2025,DPL031
Goodwill write-down – Southern Operations CGU – 2026,DPL028
Admin services overhead – Summit Consulting – 2025,DPL046
Tax provision adjustment – April 2025,DPL031
Overseas withholding tax – August 2026,DPL031
Legal provision released – EXP-86547,DPL018
Acquired intangible impairment – Eastern Region Ltd – 2026,DPL028
Leasehold rent – Bristol office – 2024,DPL055
Fixed line rental – Gamma – 2023,DPL064
Product sales – Operations – July 2026,DPL066
Waste disposal and environmental fees – Jan 2023,DPL011
Corporate social responsibility donation – April 2024,DPL007
Carbon footprint assessment – 2023,DPL011
Recruitment fees – Legal – 2023,DPL048
CJRS furlough grant received – Nov 2023,DPL071
CGU impairment – US Operations Inc intangibles – 2024,DPL028
General repairs – Cardiff branch – April 2026,DPL047
IFRIC 17 non-cash asset distribution – 2023,DPL040
Local Restrictions Support grant – COVID-19 – 2026,DPL072
Share option expense – IFRS 2 charge – May 2026,DPL062
Pallet storage fees – Geodis – 2026,DPL069
Discount unwind on onerous contract provision – 2024,DPL067
Legal provision released – AP-80973,DPL018
Available-for-sale investment impairment – 2023,DPL027
Operational consultancy – Northfield Services – June,DPL009
Farm livestock revaluation – IAS 41 – 2025,DPL019
Warehouse storage charges – Dec 2025,DPL069
Travel reimbursement – employee expense claim – EXP-95766,DPL065
RSU vesting expense – Nov 2024,DPL062
Inter-company IT service recharge – Oct,DPL034
Loss on disposal of plant and machinery – February 2026,DPL022
HVAC system maintenance – Bristol office – 2024,DPL047
Treasury deposit interest – October 2025,DPL006
Intangible asset disposal gain – EXP-78915,DPL021
Group finance function recharge – Nov 2023,DPL034
Current account charges – Lloyds – Nov,DPL005
Transfer pricing report – KPMG,DPL003
Sale of IT equipment – gain/(loss) – PO-83652,DPL022
REF-62016 – R&D materials and testing,DPL056
Elmwood Associates – Strategy consulting services – Feb 2023,DPL009
Net profit on disposal – Southern Operations – discontinued – 2024,DPL017
Regulatory fine – HSE – 2023,DPL015
Gross wages – Finance – Oct 2023,DPL068
Currency translation loss on EUR balances – February,DPL043
Political party contribution – 2025,DPL053
Intangible asset disposal gain – AP-21377,DPL021
Foreign exchange revaluation gain – April 2025,DPL043
Investment property revaluation gain – September 2024,DPL020
Internal labour capitalised – Vertex project – Mar,DPL050
government gilts fair value INCREASE – Mar 2023,DPL013
Finance transformation advisory – EXP-62768,DPL009
Leasehold improvements impairment – Sheffield site – 2025,DPL029
Team away day expense – Legal – 2023,DPL041
Profit on disposal of motor vehicle – JNL-64236,DPL022
"Debt interest expense – GBP 5,833 facility – 2025",DPL035
Air freight charges – PO-71301 – Oct,DPL016
Negative mark-to-market movement – inflation swap – 2026,DPL014
Legal provision released – JNL-61404,DPL018
Late payment penalty – AP-70039,DPL015
Back-office administration costs – February 2024,DPL046
Stock build – seasonal demand – Jul,DPL032
Service fee income – Halcyon Partners – Jan,DPL045
Non-bank finance CHARGE – July 2023,DPL057
PO-89463 – BDO audit services FY2023,DPL003
Rent review uplift – Nottingham office – 2025,DPL055
IFRIC 17 fair value liability recognised – 2026,DPL040
Service fee income – Corinthian Ltd – August,DPL045
Depreciation – office furniture and equipment – November 2023,DPL010
Financial instrument MTM LOSS – equity option – Feb,DPL014
Employee benefits expense – Jul 2025,DPL048
IFRS 5 held-for-sale disposal gain – Southern Operations – 2024,DPL017
Positive mark-to-market movement – commodity futures – 2026,DPL013
Monthly depreciation charge – plant and machinery – February 2023,DPL010
Post-tax gain on sale of Northern Division division – 2026,DPL017
Contaminated land remediation – Cardiff branch – 2025,DPL011
Corporate mobile plan – Procurement – September,DPL064
After-tax loss on sale of European Division – 2024,DPL017
Financial instrument MTM GAIN – inflation swap – February,DPL013
Bad debt expense – overdue receivable AP-41752,DPL004
FCA late filing penalty – 2023,DPL015
Financial instrument MTM GAIN – interest rate swap – Dec,DPL013
Time value of money charge – environmental remediation provision – 2025,DPL067
Hyperinflationary economy restatement – US Operations Inc – 2026,DPL026
Printing and stationery – Marketing – Dec 2025,DPL054
INV-68947 – Crowe audit services FY2023,DPL003
EXP-64807 – Crowe audit services FY2024,DPL003
H&S training costs – May 2024,DPL025
