description,dpl_tag
JNL-83614 – Government grant received – Innovate UK,DPL024
IFRS 3 day-one bargain purchase gain – Western Trading Ltd – 2023,DPL023
Other operating income – service recharge – October,DPL045
REF-62957 – R&D materials and testing,DPL056
Business process outsourcing charge – 2026,DPL049
Unwinding of present value adjustment – restructuring provision – 2025,DPL067
Dividend income from Eastern Region Ltd – April 2025,DPL030
Inter-company interest PAYABLE – Subsidiary A – 2026,DPL076
Interest CHARGE on shareholder loan – October 2026,DPL076
Group pension scheme payments – April 2023,DPL052
Legal provision released – JNL-66102,DPL018
IFRS 16 lease liability – interest and depreciation – Jul,DPL055
Product sales – HR – July 2024,DPL066
Treasury deposit interest – June 2023,DPL006
Project completion revenue – Apollo – 2025,DPL066
CA 2006 s.366 political donation – Reform UK – 2024,DPL053
PPE impairment reversal – London HQ – 2026,DPL029
Licence fee for use of copyright content – 2026,DPL060
Asset impairment reversal – PPE – 2024,DPL029
Finance EXPENSE – lease – IFRS 16 – Dec 2024,DPL057
Team away day expense – Legal – 2023,DPL041
Software licence renewal – Facilities – 2024,DPL037
Warehouse storage charges – Jul 2024,DPL069
Client dinner – Halcyon Partners – Jul,DPL041
Innovate UK grant income – January 2026,DPL024
Employee redundancy payments – Nov 2024,DPL059
IAS 41 bearer plant fair value – July 2025,DPL019
Unclassified expenditure – Sales – 2023,DPL074
Loan written off – Holdco Ltd – 2023,DPL039
Depreciation – office furniture and equipment – March 2026,DPL010
Expected credit loss provision – June,DPL004
AWS cloud hosting – Aug subscription,DPL037
Fundraising event costs – NSPCC – Jan,DPL007
Interest CHARGE on shareholder loan – Apr 2023,DPL076
Intangible asset disposal gain – INV-15733,DPL021
NEST / defined contribution pension – May,DPL052
PO-68511 – Freight charges – Kuehne+Nagel,DPL016
IAS 41 bearer plant fair value – April 2024,DPL019
Deep clean – Bristol office – May,DPL008
Profit on disposal of motor vehicle – JNL-71066,DPL022
Internal resources capitalised – Sapphire – June 2026,DPL050
Recruitment fees – Marketing – 2024,DPL048
One-off non-operating gain – Aug 2024,DPL044
Off payroll revenue – EXP-86056 – 2026,DPL070
Contract drafting fees – CMS – Apr,DPL038
FVTPL asset revaluation GAIN – hedge fund – 2026,DPL013
IT infrastructure costs – Jul 2024,DPL037
Public liability insurance renewal – 2026,DPL033
Discount unwind – onerous contract provision – March 2024,DPL067
Staff entertainment – Feb 2024,DPL041
In-specie transfer of listed equities to shareholders – 2024,DPL040
Inter-company management charge – INV-64799,DPL034
Other operating income – service recharge – Oct,DPL045
H&S training costs – August 2026,DPL025
DB scheme deficit contribution – August 2025,DPL051
COVID-19 Bounce Back Loan Scheme income – 2023,DPL072
Office closure costs – Leeds depot – 2024,DPL059
Cleaning supplies and services – Legal,DPL008
Dividend income from Western Trading Ltd – Sep 2023,DPL030
PO-55804 – AXA – property insurance,DPL033
Bank service charges – Feb 2025,DPL005
Music royalty costs – Feb 2024,DPL060
Inter-company IT service recharge – October,DPL034
Loan receivable write-off – INV-35980,DPL039
First aid training – staff – September,DPL025
Broker commission expense – November,DPL012
Postage and courier costs – January 2026,DPL054
Release of restructuring provision – Nov 2026,DPL018
After-tax loss on sale of JV Entity – 2024,DPL017
Project completion revenue – Sapphire – 2026,DPL066
Staff salaries – February 2026,DPL068
Occupational health service – September 2026,DPL025
Capital grant amortisation – Sep 2024,DPL024
Provision reversal – litigation settlement – 2024,DPL018
Tax advisory fees – PwC,DPL003
Listed equity dividend received – August 2026,DPL030
Revenue cost reclassified to capital – INV-38476,DPL042
Irrecoverable VAT on entertainment – Dec,DPL036
Office fit-out impairment charge – Glasgow office – 2024,DPL029
Manned guarding services – Apr 2024,DPL061
Contaminated land remediation – Reading HQ – 2025,DPL011
Interest INCOME on inter-company balance – Oct 2025,DPL075
Outsourced payroll processing fees – September 2024,DPL049
Staff Christmas party expense – 2026,DPL041
Broker commission expense – Mar,DPL012
Patent amortisation charge for period ending 2024,DPL002
"Debt interest expense – CHF 76,681 facility – 2025",DPL035
Off payroll revenue – AP-12024 – 2026,DPL070
Professional body membership – August 2023,DPL063
Share option expense – IFRS 2 charge – April 2024,DPL062
Annual insurance premium – professional indemnity – 2023,DPL033
Increase in dilapidation provision – Liverpool depot,DPL018
IFRS 3 reassessment gain – NewCo Ltd – 2025,DPL023
Leasehold improvements impairment – Leeds depot – 2023,DPL029
Sundry costs – catch-all – IT – 2026,DPL074
Contaminated land remediation – Liverpool depot – 2026,DPL011
IAS 40 annual fair value update – Reading HQ – 2023,DPL020
Equity investment write-down – European Division – August,DPL027
Treasury deposit interest – Aug 2026,DPL006
Finance transformation advisory – REF-61764,DPL009
Distribution of investment property to owners – 2024,DPL040
Outsourced HR services – July 2024,DPL049
Change in finished goods inventory – Nov 2023,DPL032
Corporate mobile plan – Finance – Mar,DPL064
PO-69304 – Cleaning contractor – Prime Solutions,DPL008
Machinery depreciation – Marketing – Mar,DPL010
Occupational health service – January 2023,DPL025
Dairy herd biological asset revaluation – July 2023,DPL019
Bad debt write-off – customer JNL-25416,DPL004
Office block investment property revaluation – 2024,DPL020
Trade mark licence payment – Patent Holder Ltd – 2025,DPL060
Non-cash dividend – Holdco Ltd shares – 2026,DPL040
Leasehold rent – Nottingham office – 2023,DPL055
Staff medical benefit – Dec,DPL048
Restart grant received – Sep 2024,DPL072
Courier and express delivery – February 2023,DPL016
Off payroll revenue – PO-39589 – 2024,DPL070
Overseas withholding tax – Jul 2026,DPL031
Online data subscription – Moody's Analytics – 2025,DPL063
International call charges – March,DPL064
Outsourced payroll processing fees – July 2024,DPL049
Business insurance – Allianz – Jan 2023,DPL033
Gain on derecognition – discontinued operations – Northern Division – 2026,DPL017
Road haulage – Geodis – Oct,DPL016
Investment write-down – Subsidiary A shares – 2024,DPL027
Warranty provision utilisation – January 2025,DPL018
Goodwill impairment charge – US Operations Inc CGU – 2023,DPL028
Tax provision adjustment – Aug 2023,DPL031
Net interest INCOME – defined benefit pension asset – 2026,DPL058
JNL-23779 – Service income – Apex Group,DPL066
Hotel accommodation – client visit – Jan,DPL065
Non-bank finance CHARGES – NewCo Ltd – 2023,DPL076
Off payroll worker fees – IR35 – August 2024,DPL070
Negative goodwill released – Asia Pacific Holdco acquisition – 2023,DPL023
Intra-group interest INCOME – European Division – Nov,DPL075
IAS 29 hyperinflation adjustment – DKK functional currency – 2026,DPL026
Royalty payment to Portfolio IP Ltd – December 2026,DPL060
Business Investment Grant grant income – Apr 2023,DPL024
Net profit on disposal – Subsidiary A – discontinued – 2026,DPL017
DB scheme deficit contribution – Nov 2025,DPL051
Cold storage facility costs – December,DPL069
Mark-to-market GAIN – inflation swap – March,DPL013
Sundry operating income – December,DPL045
Political party subscription – Reform UK – 2026,DPL053
Bank service charges – Jul 2024,DPL005
Music royalty costs – December 2023,DPL060
Internal labour capitalised – Apollo project – March,DPL050
Onerous contract provision change – Sep,DPL018
Furlough claim receipt – HMRC – January,DPL071
Operational consultancy – Pinewood Ltd – August,DPL009
Employers liability insurance – 2023,DPL033
Warehouse lease payment – Jul 2024,DPL055
In-specie transfer of private equity fund to shareholders – 2025,DPL040
Building security services – November 2026,DPL061
Loan receivable write-off – INV-64536,DPL039
IFRS 16 lease liability – interest and depreciation – August,DPL055
Non-trading gain before tax – Jan 2026,DPL044
Plant and equipment maintenance – Aug,DPL047
Fair value GAIN on interest rate swap – Sep 2025,DPL013
Political party contribution – 2025,DPL053
Bank interest credited – Mar 2024,DPL006
Depreciation – office furniture and equipment – September 2025,DPL010
Non-recoverable VAT charge – Nov 2026,DPL036
Interest received on cash deposits – 2024,DPL006
Investment property uplift – INV-38943 – 2026,DPL020
ERP system impairment write-down – Microsoft Azure – 2024,DPL028
Cumulative price index restatement – Holdco Ltd – 2024,DPL026
Non-bank interest CHARGE – Northern Division – 2025,DPL076
Operational administration costs – Jul 2026,DPL046
Revenue cost reclassified to capital – INV-57963,DPL042
Investment property uplift – REF-95123 – 2025,DPL020
PR agency fees – Dec 2023,DPL001
REF-33950 – Third party storage – Geodis,DPL069
Courier and express delivery – Jul 2024,DPL016
Fair value GAIN on inflation swap – May 2025,DPL013
Rental property revaluation – Nottingham office – 2023,DPL020
Hedging instrument LOSS – interest rate swap – 2026,DPL014
Broiler chicken stock fair value – November,DPL019
In-specie transfer of hedge fund to shareholders – 2026,DPL040
Broker commission expense – Nov,DPL012
Political donation – Reform UK – 2024,DPL053
Asset impairment charge – R&D equipment – 2023,DPL029
CJRS furlough grant received – Aug 2023,DPL071
Distribution in kind – Northern Division equity – 2025,DPL040
R&D project costs – Orion – July 2023,DPL056
Sea freight – container shipment – 2025,DPL016
Non-trading gain before tax – June 2026,DPL044
Referral commission paid – AP-28103,DPL012
Operating income – reimbursement received – PO-47531,DPL045
Server hardware impairment – Workday – 2024,DPL029
Facilities cleaning – Bristol office – July,DPL008
Channel partner commission – March,DPL012
Air freight charges – EXP-34689 – October,DPL016
Equity investment write-down – Asia Pacific Holdco – September,DPL027
Tax provision adjustment – September 2023,DPL031
Leasehold improvements impairment – Bristol office – 2023,DPL029
Expense capitalised to work in progress – September 2026,DPL042
Service charge – Edinburgh branch – May,DPL055
Investment impairment charge – 2025,DPL027
EXP-90295 – Government grant received – UKRI grant,DPL024
Loan note interest RECEIVED – June,DPL075
Contract penalty charge – PO-33097,DPL015
Intangible asset disposal gain – PO-24033,DPL021
Security patrol costs – Cardiff branch – June,DPL061
Share option expense – IFRS 2 charge – Jan 2024,DPL062
Unrealised GAIN on cross-currency swap – Jun 2026,DPL013
Office supplies printing – INV-67076,DPL054
Staff salaries – Mar 2025,DPL068
Stationery purchase – Elmwood Associates – 2023,DPL054
Business entertainment – restaurant – REF-33363,DPL041
Listed equity dividend received – April 2023,DPL030
Share award charge – Operations – 2026,DPL062
RSU vesting expense – Sep 2024,DPL062
Intangible asset disposal gain – AP-56933,DPL021
Subsistence expenses – Legal – April,DPL065
Mark-to-market GAIN – credit default swap – Mar,DPL013
Hardware maintenance – Legal servers,DPL037
Outsourced IT support – May 2025,DPL049
DB scheme deficit contribution – Jun 2025,DPL051
PO-26053 – Facility repair costs – ABC Ltd,DPL047
Equity investment write-down – European Division – October,DPL027
Fundraising event costs – British Heart Foundation – Jan,DPL007
Off payroll revenue – JNL-10368 – 2026,DPL070
Monthly payroll – Apr 2024,DPL068
Prototype development expense – Nexus – 2024,DPL056
Product liability insurance – QBE – 2025,DPL033
Change in finished goods inventory – October 2026,DPL032
Share award charge – Facilities – 2023,DPL062
